"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"205414_s_at",-1.07606426571076,6.22700958640187,-11.0879162110883,1.48063590043026e-19,5.72795308494575e-18,33.8370466184789,"ARHGAP44","Rho GTPase activating protein 44"
"202732_at",-1.07494439637087,9.65795645552337,-11.9322885613727,1.80697288408575e-21,8.90813645488557e-20,38.2167199384888,"PKIG","cAMP-dependent protein kinase inhibitor gamma"
"201041_s_at",-1.07465931669916,12.3279528021402,-7.98966249363624,1.55659572703205e-12,2.04273395674059e-11,17.8001228032868,"DUSP1","dual specificity phosphatase 1"
"211737_x_at",-1.0742165309715,8.01806521458879,-8.63114910926672,5.73401503257099e-14,9.47856505717949e-13,21.0672177605659,"PTN","pleiotrophin"
"209030_s_at",-1.07386622415869,10.1588876669533,-6.67249191873606,1.10120663955205e-09,9.13450521214336e-09,11.3280979664346,"CADM1","cell adhesion molecule 1"
"37028_at",-1.07188043914321,9.39586504890654,-10.7681852873198,7.91557165885068e-19,2.69698292468149e-17,32.1712754650525,"PPP1R15A","protein phosphatase 1 regulatory subunit 15A"
"206331_at",-1.07049869590359,9.25898942134579,-11.7077811879452,5.80901761411622e-21,2.72510188411267e-19,37.0557664390851,"CALCRL","calcitonin receptor like receptor"
"221795_at",-1.06943276135644,6.82894196656075,-6.88618317113568,3.89857517207261e-10,3.45278022890676e-09,12.3497648046335,"NTRK2","neurotrophic receptor tyrosine kinase 2"
"204621_s_at",-1.06943244915869,7.76037583362617,-5.07653455681272,1.60556237800387e-06,7.63644535092e-06,4.20530478865343,"NR4A2","nuclear receptor subfamily 4 group A member 2"
"217628_at",-1.06767667047538,6.95709970416822,-11.5071727328268,1.65327579913806e-20,7.22351855533205e-19,36.0160216088678,"CLIC5","chloride intracellular channel 5"
"202350_s_at",-1.06304414795883,6.98418397558878,-7.77862455348566,4.55564677177339e-12,5.57460060491084e-11,16.7386781653945,"MATN2","matrilin 2"
"202150_s_at",-1.06197842637227,9.2511930922243,-9.1401951024924,4.05500142595227e-15,7.89839132644183e-14,23.6924264909439,"NEDD9","neural precursor cell expressed, developmentally down-regulated 9"
"201061_s_at",-1.06033127867734,11.042642036271,-12.8274995274369,1.77860188111304e-23,1.11956456827237e-21,42.8114824114503,"STOM","stomatin"
"221884_at",-1.05827307016432,9.06541337939252,-8.17329011417363,6.08200899645399e-13,8.64320194311124e-12,18.7295685869941,"MECOM","MDS1 and EVI1 complex locus"
"214438_at",-1.05690225449684,7.22744162549533,-11.7998777125511,3.59665804021506e-21,1.72353400236801e-19,37.532367054816,"HLX","H2.0 like homeobox"
"202674_s_at",-1.05635716134448,7.03958727934579,-9.46316435965504,7.48567226863323e-16,1.63372414458329e-14,25.3680864478068,"LMO7","LIM domain 7"
"209447_at",-1.05571223151689,8.85532527947664,-9.80661246851358,1.23567316710429e-16,3.04248676050661e-15,27.1555990267695,"SYNE1","spectrin repeat containing nuclear envelope protein 1"
"219054_at",-1.05384191280753,9.03842868752336,-10.4939481151414,3.34042230565911e-18,1.04543019995789e-16,30.7408615793049,"NPR3","natriuretic peptide receptor 3"
"206855_s_at",-1.05361917279873,9.18134720448598,-11.3436491466698,3.88407767747934e-20,1.64855053118614e-18,35.1670233291156,"HYAL2","hyaluronidase 2"
"206377_at",-1.05340330007601,8.84231997350467,-10.8765038247758,4.48424852393378e-19,1.58859316150742e-17,32.7359025316741,"FOXF2","forkhead box F2"
"203108_at",-1.05335817680577,11.2302201954393,-7.85222884264654,3.13499252698965e-12,3.94004729153471e-11,17.1080136536443,"GPRC5A","G protein-coupled receptor class C group 5 member A"
"212609_s_at",-1.05303051014814,7.23951185657009,-11.7158181097079,5.57089385320553e-21,2.63000482480887e-19,37.0973767131344,"AKT3","AKT serine/threonine kinase 3"
"49452_at",-1.05173595742752,7.07038649598131,-17.2032334728953,9.01015628710947e-33,2.18231861462674e-30,64.083438840176,"ACACB","acetyl-CoA carboxylase beta"
"203910_at",-1.05065283913336,9.95043235615888,-8.37116914271117,2.198294617629e-13,3.34299581868144e-12,19.7366044195083,"ARHGAP29","Rho GTPase activating protein 29"
"209543_s_at",-1.04981730078748,8.92288493412149,-15.5699362059896,2.04511785272548e-29,3.03809074081879e-27,56.4080062557166,"CD34","CD34 molecule"
"212975_at",-1.0489771428874,8.64309576457009,-14.8767811636898,5.99479072058203e-28,7.5046023385803e-26,53.050598905,"DENND3","DENN domain containing 3"
"200965_s_at",-1.0486907790299,10.022044637757,-8.94574598255025,1.11809877228391e-14,2.04889761042783e-13,22.6869680865126,"ABLIM1","actin binding LIM protein 1"
"204364_s_at",-1.04839800053097,7.11815739779439,-13.1747505291209,3.015405489874e-24,2.13308827082103e-22,44.5762212698989,"REEP1","receptor accessory protein 1"
"202687_s_at",-1.04824364553483,9.2477350953271,-7.11956507501299,1.23797960739763e-10,1.20462443631622e-09,13.4796986037302,"TNFSF10","TNF superfamily member 10"
"204754_at",-1.04820787387298,7.30959279230841,-12.3269779108846,2.33820122573443e-22,1.29607308241394e-20,40.2498635656169,"HLF","HLF transcription factor, PAR bZIP family member"
"201693_s_at",-1.0480314166228,9.35600176842056,-5.9062127441142,4.08364892329083e-08,2.5763292456877e-07,7.78360854848912,"EGR1","early growth response 1"
"210066_s_at",-1.0453465781133,6.01828546138318,-8.02149430638053,1.3230458176301e-12,1.7579862823048e-11,17.9608684891502,"AQP4","aquaporin 4"
"219282_s_at",-1.04338272944898,7.66470772764486,-13.7365413745253,1.74960238383263e-25,1.48434591965411e-23,47.4071587915072,"TRPV2","transient receptor potential cation channel subfamily V member 2"
"212382_at",-1.04336736915376,8.22230115743925,-7.0366055710429,1.86401426822455e-10,1.74740555064567e-09,13.076438518463,"TCF4","transcription factor 4"
"209101_at",-1.04008578828079,9.8879150153271,-5.61418361640961,1.53502937910928e-07,8.78629839575957e-07,6.48979528785751,"CCN2","cellular communication network factor 2"
"212647_at",-1.03819887171851,9.34755023717757,-11.9721025045233,1.46945946387109e-21,7.35819443448078e-20,38.4222833351918,"RRAS","RAS related"
"221935_s_at",-1.03468828444687,6.21456787302804,-9.66666695788107,2.57555102655733e-16,6.0284667568043e-15,26.4266954767686,"EOGT","EGF domain specific O-linked N-acetylglucosamine transferase"
"208791_at",-1.0346438609138,9.69209460797196,-5.55004172965671,2.04414497191728e-07,1.14388956326551e-06,6.21037495086181,"CLU","clusterin"
"203951_at",-1.03431028534905,8.0775696493271,-9.79090354511052,1.34189370916974e-16,3.28226317469039e-15,27.0737485775808,"CNN1","calponin 1"
"203913_s_at",-1.03328482774842,8.17496083564486,-4.27939282688187,4.05624933687573e-05,0.000150617237083156,1.09006931820137,"HPGD","15-hydroxyprostaglandin dehydrogenase"
"206101_at",-1.03314482679135,8.39864277440187,-9.48495953190976,6.67784780103646e-16,1.46603431084232e-14,25.4813754495023,"ECM2","extracellular matrix protein 2"
"201925_s_at",-1.03179428434025,9.71613251834579,-5.95772507571654,3.22247224405914e-08,2.06495012655014e-07,8.01535786343778,"CD55","CD55 molecule (Cromer blood group)"
"218730_s_at",-1.03089045068649,5.59156348476635,-9.40818429436326,9.98384648872614e-16,2.12686473526085e-14,25.0824112601382,"OGN","osteoglycin"
"209539_at",-1.03075880443068,9.15477447921495,-14.471480171487,4.4346993631436e-27,4.99082858125904e-25,51.0612216058407,"ARHGEF6","Rac/Cdc42 guanine nucleotide exchange factor 6"
"203753_at",-1.03065398446975,9.01315770642991,-10.1527571523182,2.00587093950617e-17,5.587102768127e-16,28.9605687768081,"TCF4","transcription factor 4"
"202796_at",-1.03018710682442,9.36577919257944,-13.4020707705796,9.49364554394319e-25,7.30027563023587e-23,45.7254418194516,"SYNPO","synaptopodin"
"208960_s_at",-1.02957096815375,9.57319071141121,-8.15237994839005,6.77054112814406e-13,9.5486055669895e-12,18.6234735793932,"KLF6","KLF transcription factor 6"
"212325_at",-1.0293363969349,8.38319480753271,-8.06496173348787,1.05941086948316e-12,1.44032046398373e-11,18.1806304585908,"LIMCH1","LIM and calponin homology domains 1"
"205462_s_at",-1.02774932255419,7.73236511294393,-8.59670711306927,6.85413424116612e-14,1.118086920175e-12,20.8904913785371,"HPCAL1","hippocalcin like 1"
"206874_s_at",-1.02693013844616,8.38133644874766,-9.39717435902519,1.05763564777845e-15,2.23657568609385e-14,25.0252226942462,"SLK","STE20 like kinase"
"204622_x_at",-1.02555170153414,8.28046176797196,-5.16544196465599,1.09852200828031e-06,5.38222645349825e-06,4.57369425873145,"NR4A2","nuclear receptor subfamily 4 group A member 2"
"204681_s_at",-1.02487834130788,9.12861098162617,-9.40095484267763,1.03690502869999e-15,2.20050997662113e-14,25.0448588176269,"RAPGEF5","Rap guanine nucleotide exchange factor 5"
"203810_at",-1.02348682635785,7.46386864163551,-9.7747322843159,1.46077781282278e-16,3.56132516445623e-15,26.9894967467749,"DNAJB4","DnaJ heat shock protein family (Hsp40) member B4"
"210869_s_at",-1.02335023148206,8.53549131496262,-8.25520515107812,3.99344040628273e-13,5.82368014222501e-12,19.1457958847892,"MCAM","melanoma cell adhesion molecule"
"209959_at",-1.02251031449789,9.24582347616822,-7.15585262314664,1.03455719477662e-10,1.01959477979688e-09,13.6566257722082,"NR4A3","nuclear receptor subfamily 4 group A member 3"
"219957_at",-1.02240776219317,7.67652796185981,-10.0947790319383,2.72017531225699e-17,7.42814540233118e-16,28.6581016422818,"RUFY2","RUN and FYVE domain containing 2"
"213817_at",-1.01972423228607,5.87506394481308,-7.57292659115594,1.28838809614637e-11,1.47453271424907e-10,15.7118146357323,"IRAK3","interleukin 1 receptor associated kinase 3"
"204388_s_at",-1.01943283095179,9.34625245941121,-8.73119026190257,3.41264297308902e-14,5.82712056470058e-13,21.5812538216432,"MAOA","monoamine oxidase A"
"214366_s_at",-1.01929996486312,6.21039169671028,-8.37743863363969,2.12838088207004e-13,3.24618146441935e-12,19.7685962609071,"ALOX5","arachidonate 5-lipoxygenase"
"204567_s_at",-1.01916696558727,7.7977276397757,-8.19150946952669,5.53916040960153e-13,7.91719765279992e-12,18.8220625020292,"ABCG1","ATP binding cassette subfamily G member 1"
"213094_at",-1.0182739097164,8.21856553952336,-6.14731300937116,1.33709288928554e-08,9.16188218079633e-08,8.87689106491763,"ADGRG6","adhesion G protein-coupled receptor G6"
"213110_s_at",-1.01617094761083,7.04768853256075,-8.16717575604169,6.2757998394973e-13,8.90156892574909e-12,18.6985386733522,"COL4A5","collagen type IV alpha 5 chain"
"201811_x_at",-1.01569917502639,9.84011124587851,-12.3120078034404,2.52625274985918e-22,1.38993802531141e-20,40.1729477257241,"SH3BP5","SH3 domain binding protein 5"
"1598_g_at",-1.01456739896797,11.0921086967009,-13.3718149907339,1.10690926437513e-24,8.41817718022905e-23,45.5727689238362,"GAS6","growth arrest specific 6"
"219134_at",-1.01416463378642,7.57672185117757,-10.1825280875492,1.71541647255542e-17,4.82634157297378e-16,29.1158945237482,"ADGRL4","adhesion G protein-coupled receptor L4"
"219681_s_at",-1.0137873485651,9.25517043071963,-8.058290698502,1.09618451736807e-12,1.48307708564133e-11,18.1468840204223,"RAB11FIP1","RAB11 family interacting protein 1"
"202953_at",-1.0102796466418,10.1858852487944,-5.88412801332012,4.5187700725078e-08,2.83124709452398e-07,7.68456596169548,"C1QB","complement C1q B chain"
"204463_s_at",-1.01015714277692,7.28208949696262,-6.25801345724806,7.95567341768156e-09,5.64753968672183e-08,9.38594700688943,"EDNRA","endothelin receptor type A"
"202133_at",-1.00999316286454,9.18956875916822,-9.46786389000193,7.30361503161927e-16,1.59868815078165e-14,25.3925121544632,"WWTR1","WW domain containing transcription regulator 1"
"212192_at",-1.00986228810522,10.2134494081776,-8.59795771864961,6.80988306653216e-14,1.1116822298281e-12,20.8969061317028,"KCTD12","potassium channel tetramerization domain containing 12"
"205898_at",-1.0081753435197,7.90882270118692,-7.08763837981208,1.44942687265974e-10,1.39033917363224e-09,13.3243014596139,"CX3CR1","C-X3-C motif chemokine receptor 1"
"203845_at",-1.00807230176707,7.62206709141121,-10.0388741614609,3.64880762176343e-17,9.77240147064356e-16,28.3664906913721,"KAT2B","lysine acetyltransferase 2B"
"43511_s_at",-1.00737031062878,8.89091171474766,-14.5262342290163,3.38050273964205e-27,3.90299184183646e-25,51.3310754430122,"ARRB1","arrestin beta 1"
"222303_at",-1.00719919006897,9.58313782352336,-6.90599109221438,3.53871286204688e-10,3.15753512810505e-09,12.4451116269086,NA,NA
"205726_at",-1.00703754507354,8.42684281209346,-15.4504471594511,3.64621188082922e-29,5.31036204839984e-27,55.833376618811,"DIAPH2","diaphanous related formin 2"
"209071_s_at",-1.00599396114321,10.2520163135514,-7.63075611326778,9.62588067423398e-12,1.13010273479429e-10,15.9996864582536,"RGS5","regulator of G protein signaling 5"
"204048_s_at",-1.00549826067805,9.5761235542243,-8.64960512515646,5.21089856757239e-14,8.67821022281132e-13,21.1619706665192,"PHACTR2","phosphatase and actin regulator 2"
"219694_at",-1.00538301357671,6.73623825796262,-9.44722258124078,8.13767775605152e-16,1.76392872994257e-14,25.2852375404057,"OTULINL","OTU deubiquitinase with linear linkage specificity like"
"213891_s_at",-1.00518690703308,9.42456121586916,-10.1683110666607,1.84846450665417e-17,5.17453952283603e-16,29.0417182029568,"TCF4","transcription factor 4"
"204073_s_at",-1.00468149361928,8.80230192828037,-9.02376332823516,7.44527342867963e-15,1.39414309085099e-13,23.0900280238967,"MYRF","myelin regulatory factor"
"212386_at",-1.00341439151021,10.6054616990841,-10.3016671934333,9.17289608617099e-18,2.70012739086061e-16,29.7375443656516,"TCF4","transcription factor 4"
"213438_at",-1.00302119879662,6.61200012331776,-11.9850956816606,1.37360964359965e-21,6.92491938650021e-20,38.4893466415481,"NFASC","neurofascin"
"213895_at",-1.00277668214708,7.37417974364486,-7.95742306084752,1.8349103418221e-12,2.38132248962271e-11,17.6374849766956,"EMP1","epithelial membrane protein 1"
"201425_at",-1.00228913303378,11.2724444243178,-11.0357918656149,1.94553657497655e-19,7.27104310806313e-18,33.5656792026514,"ALDH2","aldehyde dehydrogenase 2 family member"
"203881_s_at",-1.0019897834532,6.68791238916822,-7.83625339971727,3.40015053496733e-12,4.24933002639803e-11,17.0277701172634,"DMD","dystrophin"
"204959_at",-1.00037630415623,7.92033469495327,-6.9832597323242,2.42308638291982e-10,2.22104623079401e-09,12.818051460453,"MNDA","myeloid cell nuclear differentiation antigen"
